Pose,Landmark,X,Y,Z,Visibility
up,Landmark_0,0.6488713622093201,0.6095399260520935,-0.5272415280342102,0.9980663061141968
up,Landmark_1,0.6593930721282959,0.5893097519874573,-0.47903719544410706,0.9978505373001099
up,Landmark_2,0.6661862134933472,0.5904661417007446,-0.4788143038749695,0.9977524280548096
up,Landmark_3,0.6734166741371155,0.5919057726860046,-0.47871407866477966,0.9977156519889832
up,Landmark_4,0.6381281614303589,0.5894067883491516,-0.4764634668827057,0.9982333183288574
up,Landmark_5,0.6301239728927612,0.5908073782920837,-0.476529985666275,0.9984045624732971
up,Landmark_6,0.6227236390113831,0.5924192070960999,-0.4763646721839905,0.9986567497253418
up,Landmark_7,0.6871143579483032,0.6113644242286682,-0.2786904275417328,0.9974451065063477
up,Landmark_8,0.610578715801239,0.6110448837280273,-0.2632758319377899,0.998602569103241
up,Landmark_9,0.6601547002792358,0.6428671479225159,-0.45645180344581604,0.998292088508606
up,Landmark_10,0.6344654560089111,0.6410347819328308,-0.4523427486419678,0.998408317565918
up,Landmark_11,0.733364999294281,0.7296772599220276,-0.30595749616622925,0.979782223701477
up,Landmark_12,0.564388632774353,0.7376417517662048,-0.1988183557987213,0.9830538630485535
up,Landmark_13,0.782975435256958,0.5337193608283997,-0.585197925567627,0.955132007598877
up,Landmark_14,0.5367439985275269,0.5165284872055054,-0.3400776982307434,0.9725217819213867
up,Landmark_15,0.7446858286857605,0.3284614682197571,-0.7530480027198792,0.9366044402122498
up,Landmark_16,0.5471969842910767,0.3368419408798218,-0.445811927318573,0.952256977558136
up,Landmark_17,0.7455658912658691,0.2889895737171173,-0.8311651945114136,0.9090386033058167
up,Landmark_18,0.5448793172836304,0.30212727189064026,-0.505783200263977,0.9151779413223267
up,Landmark_19,0.7349704504013062,0.2842921316623688,-0.8105111122131348,0.9092308878898621
up,Landmark_20,0.5579099059104919,0.2963940501213074,-0.4932430684566498,0.9163427352905273
up,Landmark_21,0.7303963899612427,0.29516229033470154,-0.7577508091926575,0.908898651599884
up,Landmark_22,0.5621546506881714,0.3062637448310852,-0.4530161917209625,0.9198498129844666
up,Landmark_23,0.6994055509567261,1.0675545930862427,-0.10057975351810455,0.4094793200492859
up,Landmark_24,0.6101292371749878,1.0560945272445679,0.1012936383485794,0.5227829813957214
up,Landmark_25,0.6462782025337219,0.899775505065918,-0.2609671950340271,0.21436399221420288
up,Landmark_26,0.48161348700523376,0.8988243937492371,-0.07702270150184631,0.3997131884098053
up,Landmark_27,0.641322135925293,1.0731024742126465,-0.005525481421500444,0.09116818755865097
up,Landmark_28,0.4895867705345154,1.0312960147857666,0.10177841037511826,0.11026452481746674
up,Landmark_29,0.6486045122146606,1.1177153587341309,0.008499277755618095,0.08580372482538223
up,Landmark_30,0.501592755317688,1.0524773597717285,0.11222492158412933,0.12014159560203552
up,Landmark_31,0.6187036037445068,1.061553716659546,-0.14225724339485168,0.09487155824899673
up,Landmark_32,0.44925642013549805,1.0440021753311157,-0.005389705300331116,0.10292115807533264
up,Landmark_0,0.6482735872268677,0.6088075041770935,-0.5034843683242798,0.9982551336288452
up,Landmark_1,0.658281683921814,0.5882924795150757,-0.45124658942222595,0.9980607032775879
up,Landmark_2,0.6651282906532288,0.5894067287445068,-0.45110711455345154,0.9979719519615173
up,Landmark_3,0.6723002791404724,0.5907430648803711,-0.4510419964790344,0.9979391694068909
up,Landmark_4,0.6373945474624634,0.5885079503059387,-0.4481050968170166,0.9984045028686523
up,Landmark_5,0.6295654773712158,0.5899587273597717,-0.4482291340827942,0.9985575675964355
up,Landmark_6,0.6223350763320923,0.5916197896003723,-0.4481227397918701,0.998784601688385
up,Landmark_7,0.6858700513839722,0.6102615594863892,-0.24089641869068146,0.9976904392242432
up,Landmark_8,0.6100292801856995,0.6104559302330017,-0.22161118686199188,0.9987362027168274
up,Landmark_9,0.6597586870193481,0.6421295404434204,-0.4305480122566223,0.9984241724014282
up,Landmark_10,0.6338605284690857,0.6404611468315125,-0.4255601763725281,0.9985173940658569
up,Landmark_11,0.7328001856803894,0.7282053232192993,-0.27213096618652344,0.9790819883346558
up,Landmark_12,0.5655218362808228,0.7376617789268494,-0.147830069065094,0.9817559123039246
up,Landmark_13,0.781467080116272,0.5315449833869934,-0.5379375219345093,0.9586376547813416
up,Landmark_14,0.5365330576896667,0.5176013112068176,-0.2806383967399597,0.9743173718452454
up,Landmark_15,0.7428776621818542,0.32415711879730225,-0.7052990794181824,0.9412459135055542
up,Landmark_16,0.546711802482605,0.33540651202201843,-0.39166170358657837,0.955213725566864
up,Landmark_17,0.7435686588287354,0.2872250974178314,-0.7871390581130981,0.9137228727340698
up,Landmark_18,0.5444580316543579,0.29938867688179016,-0.4503173828125,0.9187797904014587
up,Landmark_19,0.7329798340797424,0.28230154514312744,-0.7620142102241516,0.913712203502655
up,Landmark_20,0.5564292669296265,0.2934740483760834,-0.4424651265144348,0.919628381729126
up,Landmark_21,0.7282996773719788,0.292349636554718,-0.7086558938026428,0.9135174751281738
up,Landmark_22,0.561631977558136,0.30351749062538147,-0.40118369460105896,0.9230992197990417
up,Landmark_23,0.6986767053604126,1.0680662393569946,-0.10161159187555313,0.3987284004688263
up,Landmark_24,0.6097549200057983,1.0567371845245361,0.10232987254858017,0.51038658618927
up,Landmark_25,0.6459952592849731,0.9337023496627808,-0.30777308344841003,0.21561093628406525
up,Landmark_26,0.4729243814945221,0.925287663936615,-0.12888330221176147,0.40414074063301086
up,Landmark_27,0.6411144733428955,1.1548612117767334,-0.0963977724313736,0.09315846860408783
up,Landmark_28,0.47292661666870117,1.1135696172714233,0.018513444811105728,0.1113872155547142
up,Landmark_29,0.6495375037193298,1.202975869178772,-0.08706529438495636,0.08703091740608215
up,Landmark_30,0.48540934920310974,1.141710877418518,0.024934563785791397,0.12183070927858353
up,Landmark_31,0.6190057992935181,1.165594220161438,-0.2568778395652771,0.09603504836559296
up,Landmark_32,0.4243941903114319,1.1492159366607666,-0.11800328642129898,0.10337747633457184
up,Landmark_0,0.6464666128158569,0.6087284684181213,-0.5313713550567627,0.9984214901924133
up,Landmark_1,0.6566734910011292,0.5876888036727905,-0.4820696711540222,0.9982457756996155
up,Landmark_2,0.6638196706771851,0.5885652303695679,-0.4819279611110687,0.9981651902198792
up,Landmark_3,0.6711426377296448,0.5896497368812561,-0.4818766117095947,0.998136043548584
up,Landmark_4,0.6353037357330322,0.5883767604827881,-0.4776630401611328,0.9985542893409729
up,Landmark_5,0.6278133392333984,0.5898771286010742,-0.4778023660182953,0.9986904263496399
up,Landmark_6,0.620778501033783,0.5915610790252686,-0.47770920395851135,0.9988948702812195
up,Landmark_7,0.6852105259895325,0.6086594462394714,-0.2782500684261322,0.9979012608528137
up,Landmark_8,0.6093400716781616,0.610401451587677,-0.2531871497631073,0.9988519549369812
up,Landmark_9,0.6590511202812195,0.6417475342750549,-0.4600490927696228,0.9985176920890808
up,Landmark_10,0.6324980854988098,0.6404300332069397,-0.4531979560852051,0.9985897541046143
up,Landmark_11,0.7329326868057251,0.72502201795578,-0.30146533250808716,0.9777922630310059
up,Landmark_12,0.566211998462677,0.7372089624404907,-0.1696311980485916,0.98008793592453
up,Landmark_13,0.7802966833114624,0.5287236571311951,-0.5592764616012573,0.9621326923370361
up,Landmark_14,0.5362519025802612,0.518592119216919,-0.29082271456718445,0.9761461019515991
up,Landmark_15,0.7404870986938477,0.32361772656440735,-0.7177163362503052,0.9458998441696167
up,Landmark_16,0.5462630987167358,0.33603915572166443,-0.41296225786209106,0.9584834575653076
up,Landmark_17,0.7411915063858032,0.28677359223365784,-0.7988877892494202,0.9189040660858154
up,Landmark_18,0.5429543852806091,0.2992967367172241,-0.4752594530582428,0.9234084486961365
up,Landmark_19,0.7309966683387756,0.2815786302089691,-0.7763271331787109,0.9186649918556213
up,Landmark_20,0.5548096895217896,0.29383140802383423,-0.4675079882144928,0.9240080714225769
up,Landmark_21,0.7261629104614258,0.29137057065963745,-0.7211556434631348,0.9185040593147278
up,Landmark_22,0.560579776763916,0.30434903502464294,-0.4224375784397125,0.9274259805679321
up,Landmark_23,0.6990153193473816,1.0655977725982666,-0.10163100063800812,0.3880004584789276
up,Landmark_24,0.611578643321991,1.0539523363113403,0.10234598070383072,0.5005230903625488
up,Landmark_25,0.6499731540679932,0.9327041506767273,-0.28150397539138794,0.2206825464963913
up,Landmark_26,0.4710625112056732,0.9111050963401794,-0.12484870105981827,0.4162291884422302
up,Landmark_27,0.6439940333366394,1.1372544765472412,-0.02202351950109005,0.09904618561267853
up,Landmark_28,0.47534433007240295,1.0861878395080566,0.06650875508785248,0.11837086081504822
up,Landmark_29,0.6516626477241516,1.181816577911377,-0.008170648477971554,0.09136899560689926
up,Landmark_30,0.4885583817958832,1.110978364944458,0.07803936302661896,0.12953390181064606
up,Landmark_31,0.6233639717102051,1.1447416543960571,-0.16625206172466278,0.09897788614034653
up,Landmark_32,0.4280889928340912,1.1179267168045044,-0.05319645255804062,0.10676367580890656
up,Landmark_0,0.6444099545478821,0.6087074875831604,-0.5682662725448608,0.9985740780830383
up,Landmark_1,0.6544271111488342,0.5873201489448547,-0.5179045796394348,0.998415470123291
up,Landmark_2,0.6614872813224792,0.5880460739135742,-0.51776123046875,0.9983422756195068
up,Landmark_3,0.668937087059021,0.5889459252357483,-0.5176935195922852,0.9983164668083191
up,Landmark_4,0.6336644291877747,0.5882078409194946,-0.5122541189193726,0.9986924529075623
up,Landmark_5,0.6267327070236206,0.589631199836731,-0.512385904788971,0.9988135099411011
up,Landmark_6,0.6199920177459717,0.5911900997161865,-0.512283205986023,0.9989978075027466
up,Landmark_7,0.6830050349235535,0.6077946424484253,-0.3059031665325165,0.9980968832969666
up,Landmark_8,0.6089266538619995,0.6094772815704346,-0.27520087361335754,0.9989591836929321
up,Landmark_9,0.6578723192214966,0.6416690349578857,-0.4937002658843994,0.9986143708229065
up,Landmark_10,0.6309341788291931,0.6404002904891968,-0.4852882921695709,0.9986715912818909
up,Landmark_11,0.7326112985610962,0.7225666046142578,-0.32800883054733276,0.9754144549369812
up,Landmark_12,0.5661214590072632,0.7365406155586243,-0.1898583322763443,0.9781550765037537
up,Landmark_13,0.7775939702987671,0.5242027640342712,-0.6059389710426331,0.9649242758750916
up,Landmark_14,0.536040186882019,0.5192937850952148,-0.31471776962280273,0.9775071740150452
up,Landmark_15,0.7361763715744019,0.31833189725875854,-0.7724628448486328,0.9498445987701416
up,Landmark_16,0.5451112985610962,0.3369174897670746,-0.42808669805526733,0.9611997604370117
up,Landmark_17,0.736955463886261,0.28235194087028503,-0.8562685251235962,0.923317015171051
up,Landmark_18,0.5419713258743286,0.3002077341079712,-0.48981887102127075,0.9272304773330688
up,Landmark_19,0.7263167500495911,0.2770536243915558,-0.8317044973373413,0.923019289970398
up,Landmark_20,0.554735541343689,0.2947583794593811,-0.4823448061943054,0.927688717842102
up,Landmark_21,0.7211631536483765,0.2873797118663788,-0.7757576704025269,0.9227994680404663
up,Landmark_22,0.5604267120361328,0.30529895424842834,-0.4377891421318054,0.9309488534927368
up,Landmark_23,0.6993870139122009,1.06797456741333,-0.10167209059000015,0.36824557185173035
up,Landmark_24,0.6118006110191345,1.0556089878082275,0.10240020602941513,0.4790293872356415
up,Landmark_25,0.6540439128875732,0.9404385089874268,-0.2883075773715973,0.21717990934848785
up,Landmark_26,0.472560316324234,0.9200612902641296,-0.13041990995407104,0.41435396671295166
up,Landmark_27,0.6461380124092102,1.1553875207901,-0.021985262632369995,0.0986589789390564
up,Landmark_28,0.47924309968948364,1.1053757667541504,0.07249313592910767,0.1177980899810791
up,Landmark_29,0.653082013130188,1.2015665769577026,-0.008107314817607403,0.09012468159198761
up,Landmark_30,0.4925249516963959,1.1318409442901611,0.08445040881633759,0.12842564284801483
up,Landmark_31,0.624315083026886,1.1663776636123657,-0.17116978764533997,0.09789261966943741
up,Landmark_32,0.4327031672000885,1.1416759490966797,-0.05132095888257027,0.10596559196710587
up,Landmark_0,0.6423946022987366,0.6081011891365051,-0.5385341644287109,0.9987084269523621
up,Landmark_1,0.6520497798919678,0.586168646812439,-0.4940125048160553,0.9985648393630981
up,Landmark_2,0.6588354706764221,0.5864365100860596,-0.4937729835510254,0.9984971880912781
up,Landmark_3,0.6660972833633423,0.5868427753448486,-0.49365800619125366,0.9984748363494873
up,Landmark_4,0.631740391254425,0.5878730416297913,-0.48788005113601685,0.9988137483596802
up,Landmark_5,0.6252771615982056,0.5893480777740479,-0.487962007522583,0.9989203810691833
up,Landmark_6,0.6188198328018188,0.590911865234375,-0.4878130853176117,0.9990872144699097
up,Landmark_7,0.6800603866577148,0.6047976613044739,-0.3060184419155121,0.9982597827911377
up,Landmark_8,0.6089029312133789,0.6088453531265259,-0.27406930923461914,0.9990487098693848
up,Landmark_9,0.6566905975341797,0.6403681039810181,-0.4714899957180023,0.9986667633056641
up,Landmark_10,0.6298750638961792,0.6398811340332031,-0.4625116288661957,0.9986960887908936
up,Landmark_11,0.7318969368934631,0.7192241549491882,-0.33365049958229065,0.971703052520752
up,Landmark_12,0.5679752230644226,0.7365682125091553,-0.20593062043190002,0.9742352366447449
up,Landmark_13,0.7734752893447876,0.516007125377655,-0.578067421913147,0.9670961499214172
up,Landmark_14,0.5362603664398193,0.5207797884941101,-0.3310813307762146,0.9779020547866821
up,Landmark_15,0.7328184843063354,0.3138159215450287,-0.7038988471031189,0.952677845954895
up,Landmark_16,0.542879581451416,0.3375563621520996,-0.4370390772819519,0.9629156589508057
up,Landmark_17,0.7337587475776672,0.2782162129878998,-0.7804569005966187,0.9258017539978027
up,Landmark_18,0.5378073453903198,0.30103591084480286,-0.49620717763900757,0.9293217658996582
up,Landmark_19,0.7229546308517456,0.27323389053344727,-0.7582831382751465,0.9253145456314087
up,Landmark_20,0.5505164861679077,0.2952413558959961,-0.485529363155365,0.9296112060546875
up,Landmark_21,0.7175149321556091,0.2835541367530823,-0.7075985074043274,0.925332248210907
up,Landmark_22,0.5569695830345154,0.30587929487228394,-0.445242315530777,0.9330108761787415
up,Landmark_23,0.699849009513855,1.0663635730743408,-0.09976039826869965,0.34717345237731934
up,Landmark_24,0.6158796548843384,1.0547080039978027,0.10040301084518433,0.4515896439552307
up,Landmark_25,0.6438211798667908,0.897818922996521,-0.22582945227622986,0.21480268239974976
up,Landmark_26,0.47287726402282715,0.888501763343811,-0.029741207137703896,0.40707433223724365
up,Landmark_27,0.6303515434265137,1.0590438842773438,0.053971510380506516,0.0999041423201561
up,Landmark_28,0.4767697751522064,1.0090142488479614,0.17316552996635437,0.11554863303899765
up,Landmark_29,0.6385828256607056,1.0995737314224243,0.07106399536132812,0.08899987488985062
up,Landmark_30,0.4879516065120697,1.0271369218826294,0.18608087301254272,0.12418855726718903
up,Landmark_31,0.5962015390396118,1.049749493598938,-0.06696274131536484,0.0993800237774849
up,Landmark_32,0.4326263964176178,1.0214569568634033,0.08442270755767822,0.10455547273159027
up,Landmark_0,0.6413635611534119,0.6081173419952393,-0.5576530694961548,0.998833179473877
up,Landmark_1,0.6510359048843384,0.5859341025352478,-0.5123788714408875,0.9987037777900696
up,Landmark_2,0.6580092310905457,0.5859622359275818,-0.5121289491653442,0.9986419081687927
up,Landmark_3,0.6654081344604492,0.5860775709152222,-0.5120491981506348,0.9986222386360168
up,Landmark_4,0.6301632523536682,0.5878753662109375,-0.5063530206680298,0.998927891254425
up,Landmark_5,0.6237553358078003,0.589360237121582,-0.5064523816108704,0.9990226626396179
up,Landmark_6,0.6171516180038452,0.590939462184906,-0.5062845945358276,0.9991731643676758
up,Landmark_7,0.679795503616333,0.6037019491195679,-0.3144386410713196,0.9984216094017029
up,Landmark_8,0.6081351041793823,0.6088873147964478,-0.2820568084716797,0.9991378784179688
up,Landmark_9,0.6564944386482239,0.6403620839118958,-0.48689937591552734,0.9987615346908569
up,Landmark_10,0.629350483417511,0.6404785513877869,-0.4776478707790375,0.998778760433197
up,Landmark_11,0.7322150468826294,0.7192789912223816,-0.3294523358345032,0.9713232517242432
up,Landmark_12,0.569684624671936,0.7371256351470947,-0.1999463438987732,0.9735785722732544
up,Landmark_13,0.7725339531898499,0.5154149532318115,-0.5658866167068481,0.9696654081344604
up,Landmark_14,0.5362130403518677,0.5239554047584534,-0.32027667760849,0.9791082739830017
up,Landmark_15,0.7317245006561279,0.3139834702014923,-0.6925270557403564,0.9558683633804321
up,Landmark_16,0.5420740246772766,0.3380145728588104,-0.439882755279541,0.9650165438652039
up,Landmark_17,0.732608437538147,0.27804034948349,-0.7692874670028687,0.9288837909698486
up,Landmark_18,0.5372492074966431,0.3015884459018707,-0.4995141625404358,0.9320187568664551
up,Landmark_19,0.7217897176742554,0.27328309416770935,-0.7477405667304993,0.9281112551689148
up,Landmark_20,0.5499921441078186,0.2952999472618103,-0.49181947112083435,0.932016909122467
up,Landmark_21,0.7163945436477661,0.2837722599506378,-0.6960203647613525,0.9281555414199829
up,Landmark_22,0.5565698146820068,0.30630189180374146,-0.4487791657447815,0.9354506731033325
up,Landmark_23,0.6998679637908936,1.0667296648025513,-0.10153726488351822,0.3398302495479584
up,Landmark_24,0.617074191570282,1.0542830228805542,0.10207488387823105,0.44357413053512573
up,Landmark_25,0.6318337321281433,0.9118204712867737,-0.25104719400405884,0.22725261747837067
up,Landmark_26,0.45845407247543335,0.8944341540336609,-0.03141920268535614,0.4193890392780304
up,Landmark_27,0.6163996458053589,1.0901463031768799,0.014158706180751324,0.10985593497753143
up,Landmark_28,0.4385751187801361,1.0406603813171387,0.1488897055387497,0.12152928858995438
up,Landmark_29,0.6251216530799866,1.1328494548797607,0.029487457126379013,0.09440795332193375
up,Landmark_30,0.447948694229126,1.064172625541687,0.15839003026485443,0.1279323399066925
